timestamp (AEST),ax,ay,az,gx,gy,gz
2025-10-11 16:32:41.683,-292,-38,982,305,-1281,-61
2025-10-11 16:32:41.715,-291,-43,981,-305,-610,-305
2025-10-11 16:32:41.715,-289,-48,975,0,-549,0
2025-10-11 16:32:41.715,-288,-45,972,427,-549,610
2025-10-11 16:32:41.761,-291,-39,972,793,-854,0
2025-10-11 16:32:41.762,-298,-40,975,1525,-2014,61
2025-10-11 16:32:41.809,-285,-38,976,854,-1586,793
2025-10-11 16:32:41.810,-288,-38,977,183,-1403,915
2025-10-11 16:32:41.858,-286,-36,983,-1342,-1220,854
2025-10-11 16:32:41.858,-286,-28,981,-3295,-1220,366
2025-10-11 16:32:41.859,-285,-22,979,-7263,-1708,-1464
2025-10-11 16:32:41.906,-293,-13,978,-13549,-2258,-2929
2025-10-11 16:32:41.907,-287,-47,982,-18493,-2929,-3662
2025-10-11 16:32:41.981,-281,-102,987,-12329,-3051,-2258
2025-10-11 16:32:41.981,-279,-103,988,-1037,-2563,15380
2025-10-11 16:32:41.981,-280,-66,982,3295,-1159,61
2025-10-11 16:32:42.009,-284,-41,980,-1953,-671,-1342
2025-10-11 16:32:42.009,-285,-76,987,-1708,-1525,-1525
2025-10-11 16:32:42.053,-279,-75,981,488,-1892,-183
2025-10-11 16:32:42.055,-277,-65,979,1342,-1403,-183
2025-10-11 16:32:42.056,-282,-62,985,183,-1037,-366
2025-10-11 16:32:42.102,-281,-63,980,-366,-1220,-183
2025-10-11 16:32:42.102,-278,-61,974,305,-1586,244
2025-10-11 16:32:42.150,-273,-54,973,-427,-1037,-61
2025-10-11 16:32:42.151,-276,-60,976,-122,-1464,-610
2025-10-11 16:32:42.152,-275,-58,972,-1037,-1831,-549
2025-10-11 16:32:42.199,-269,-63,973,-1281,-1281,-427
2025-10-11 16:32:42.200,-275,-64,974,854,-1159,-732
2025-10-11 16:32:42.277,-279,-57,978,1525,-1525,-1281
2025-10-11 16:32:42.277,-276,-52,980,427,-1892,-1708
2025-10-11 16:32:42.277,-271,-62,979,-61,-1403,-2014
2025-10-11 16:32:42.305,-280,-70,978,-244,-1647,-1403
2025-10-11 16:32:42.305,-278,-72,980,427,-2014,-610
2025-10-11 16:32:42.346,-271,-67,983,732,-2014,-854
